Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
Allay,org.allaymc.server.command.tree,AllayCommandTree,parse0,15,4,2,52,0,org.allaymc.server.command.tree.AllayCommandTree,org.allaymc.server.command.tree.AllayCommandTree
Allay,org.allaymc.server.command.tree.node,BooleanNode,BooleanNode,3,1,3,26,0,,
Allay,org.allaymc.server.command.tree.node,BooleanNode,match,13,3,1,30,0,,
Allay,org.allaymc.server.command.tree.node,BooleanNode,toNetworkData,5,1,0,44,0,,
Allay,org.allaymc.server.command.tree.node,DifficultyNode,DifficultyNode,3,1,3,19,0,,
Allay,org.allaymc.server.command.tree.node,DifficultyNode,argToResult,8,1,1,23,0,,
Allay,org.allaymc.server.command.tree.node,DoubleNode,DoubleNode,3,1,3,15,0,,
Allay,org.allaymc.server.command.tree.node,DoubleNode,match,13,1,1,19,0,,
Allay,org.allaymc.server.command.tree.node,DoubleNode,toNetworkData,5,1,0,33,0,,
Allay,org.allaymc.server.command.tree.node,EffectNode,EffectNode,3,1,3,22,0,,
Allay,org.allaymc.server.command.tree.node,EffectNode,argToResult,3,1,1,26,0,,
Allay,org.allaymc.server.command.tree.node,EnchantmentNode,EnchantmentNode,3,1,3,23,0,,
Allay,org.allaymc.server.command.tree.node,EnchantmentNode,argToResult,3,1,1,27,0,,
Allay,org.allaymc.server.command.tree.node,EnumIgnoreCaseNode,EnumIgnoreCaseNode,3,1,4,12,0,,
Allay,org.allaymc.server.command.tree.node,EnumIgnoreCaseNode,EnumIgnoreCaseNode,3,1,5,16,0,,
Allay,org.allaymc.server.command.tree.node,EnumIgnoreCaseNode,customEquals,3,1,2,20,0,,
Allay,org.allaymc.server.command.tree.node,EnumNode,EnumNode,5,1,4,24,0,org.allaymc.server.command.tree.node.EnumNode,org.allaymc.server.command.tree.node.EnumNode
Allay,org.allaymc.server.command.tree.node,EnumNode,EnumNode,5,1,5,30,0,org.allaymc.server.command.tree.node.EnumNode,org.allaymc.server.command.tree.node.EnumNode
Allay,org.allaymc.server.command.tree.node,EnumNode,checkValues,10,3,1,36,0,,
Allay,org.allaymc.server.command.tree.node,EnumNode,match,10,2,1,47,0,org.allaymc.server.command.tree.node.EnumNode,org.allaymc.server.command.tree.node.EnumNode
Allay,org.allaymc.server.command.tree.node,EnumNode,argToResult,3,1,1,59,0,,
Allay,org.allaymc.server.command.tree.node,EnumNode,toNetworkData,7,2,0,64,0,,
Allay,org.allaymc.server.command.tree.node,EnumNode,customEquals,3,1,2,73,0,,
Allay,org.allaymc.server.command.tree.node,FloatNode,FloatNode,3,1,3,15,0,,
Allay,org.allaymc.server.command.tree.node,FloatNode,match,13,1,1,19,0,,
Allay,org.allaymc.server.command.tree.node,FloatNode,toNetworkData,5,1,0,33,0,,
Allay,org.allaymc.server.command.tree.node,GameModeNode,GameModeNode,3,1,3,14,0,,
Allay,org.allaymc.server.command.tree.node,GameModeNode,argToResult,3,1,1,18,0,,
Allay,org.allaymc.server.command.tree.node,IntNode,IntNode,3,1,3,15,0,,
Allay,org.allaymc.server.command.tree.node,IntNode,match,13,1,1,19,0,,
Allay,org.allaymc.server.command.tree.node,IntNode,toNetworkData,5,1,0,33,0,,
Allay,org.allaymc.server.command.tree.node,ItemTypeNode,ItemTypeNode,3,1,3,26,0,,
Allay,org.allaymc.server.command.tree.node,ItemTypeNode,match,14,3,1,30,0,,
Allay,org.allaymc.server.command.tree.node,ItemTypeNode,toNetworkData,6,1,0,46,0,,
Allay,org.allaymc.server.command.tree.node,KeyNode,KeyNode,4,1,3,24,0,org.allaymc.server.command.tree.node.KeyNode,org.allaymc.server.command.tree.node.KeyNode
Allay,org.allaymc.server.command.tree.node,KeyNode,checkKey,6,2,1,29,0,,
Allay,org.allaymc.server.command.tree.node,KeyNode,match,11,2,1,37,0,,
Allay,org.allaymc.server.command.tree.node,KeyNode,toNetworkData,5,1,0,49,0,,
Allay,org.allaymc.server.command.tree.node,LongNode,LongNode,3,1,3,15,0,,
Allay,org.allaymc.server.command.tree.node,LongNode,match,13,1,1,19,0,,
Allay,org.allaymc.server.command.tree.node,LongNode,toNetworkData,5,1,0,33,0,,
Allay,org.allaymc.server.command.tree.node,MessageNode,MessageNode,3,1,3,15,0,,
Allay,org.allaymc.server.command.tree.node,MessageNode,match,8,2,1,19,0,,
Allay,org.allaymc.server.command.tree.node,MessageNode,getMaxArgCost,3,1,0,29,0,,
Allay,org.allaymc.server.command.tree.node,MessageNode,toNetworkData,5,1,0,34,0,,
Allay,org.allaymc.server.command.tree.node,MessageNode,addLeaf,3,1,1,41,0,,
Allay,org.allaymc.server.command.tree.node,PlayerTargetNode,PlayerTargetNode,3,1,3,15,0,,
Allay,org.allaymc.server.command.tree.node,PlayerTargetNode,filterResult,3,1,1,19,0,,
Allay,org.allaymc.server.command.tree.node,PosNode,PosNode,3,1,3,16,0,,
Allay,org.allaymc.server.command.tree.node,PosNode,match,21,1,1,20,0,org.allaymc.server.command.tree.node.PosNode,org.allaymc.server.command.tree.node.PosNode
Allay,org.allaymc.server.command.tree.node,PosNode,getRelative,5,3,2,43,0,,
Allay,org.allaymc.server.command.tree.node,PosNode,getMaxArgCost,3,1,0,50,0,,
Allay,org.allaymc.server.command.tree.node,PosNode,toNetworkData,5,1,0,55,0,,
Allay,org.allaymc.server.command.tree.node,RemainArgNode,RemainArgNode,3,1,3,17,0,,
Allay,org.allaymc.server.command.tree.node,RemainArgNode,match,8,2,1,21,0,,
Allay,org.allaymc.server.command.tree.node,RemainArgNode,toNetworkData,5,1,0,31,0,,
Allay,org.allaymc.server.command.tree.node,RemainArgNode,addLeaf,3,1,1,38,0,,
Allay,org.allaymc.server.command.tree.node,RootNode,RootNode,3,1,0,15,0,,
Allay,org.allaymc.server.command.tree.node,RootNode,match,3,1,1,19,0,,
Allay,org.allaymc.server.command.tree.node,RootNode,getDefaultValue,3,1,0,24,0,,
Allay,org.allaymc.server.command.tree.node,RootNode,parent,3,1,0,29,0,,
Allay,org.allaymc.server.command.tree.node,RootNode,up,3,1,1,34,0,,
Allay,org.allaymc.server.command.tree.node,RootNode,toNetworkData,3,1,0,39,0,,
Allay,org.allaymc.server.command.tree.node,RootNode,getMaxArgCost,3,1,0,44,0,,
Allay,org.allaymc.server.command.tree.node,RootNode,getMaxArgCostBranch,3,1,0,49,0,,
Allay,org.allaymc.server.command.tree.node,RootNode,getMinArgCostBranch,3,1,0,54,0,,
Allay,org.allaymc.server.command.tree.node,ShortNode,ShortNode,3,1,3,16,0,,
Allay,org.allaymc.server.command.tree.node,ShortNode,match,13,1,1,20,0,,
Allay,org.allaymc.server.command.tree.node,ShortNode,toNetworkData,5,1,0,34,0,,
Allay,org.allaymc.server.command.tree.node,StringNode,StringNode,3,1,3,15,0,,
Allay,org.allaymc.server.command.tree.node,StringNode,match,4,1,1,19,0,,
Allay,org.allaymc.server.command.tree.node,StringNode,toNetworkData,5,1,0,25,0,,
Allay,org.allaymc.server.command.tree.node,TargetNode,TargetNode,3,1,3,24,0,,
Allay,org.allaymc.server.command.tree.node,TargetNode,match,25,3,1,28,0,org.allaymc.server.command.tree.node.TargetNode,org.allaymc.server.command.tree.node.TargetNode
Allay,org.allaymc.server.command.tree.node,TargetNode,filterResult,2,1,1,53,0,,
Allay,org.allaymc.server.command.tree.node,TargetNode,toNetworkData,5,1,0,57,0,,
Allay,org.allaymc.server.command.tree.node,WildcardTargetNode,WildcardTargetNode,3,1,3,13,0,,
Allay,org.allaymc.server.command.tree.node,WildcardTargetNode,toNetworkData,5,1,0,17,0,,
Allay,org.allaymc.server.component.injector,AllayComponentInjector,interfaceClass,6,2,1,53,0,,
Allay,org.allaymc.server.component.injector,AllayComponentInjector,component,5,1,1,61,0,,
Allay,org.allaymc.server.component.injector,AllayComponentInjector,useCachedClass,4,1,1,68,0,,
Allay,org.allaymc.server.component.injector,AllayComponentInjector,inject,9,2,1,74,0,org.allaymc.server.component.injector.AllayComponentInjector,org.allaymc.server.component.injector.AllayComponentInjector
Allay,org.allaymc.server.component.injector,AllayComponentInjector,checkComponentDuplicate,8,3,0,87,0,,
Allay,org.allaymc.server.component.injector,AllayComponentInjector,buildClass,47,10,0,98,0,,
Allay,org.allaymc.server.component.injector,AllayComponentInjector,injectInitializer,10,1,0,163,0,,
Allay,org.allaymc.server.component.injector,AllayComponentInjector,buildInitializer,5,1,1,174,0,,
Allay,org.allaymc.server.component.injector,AllayComponentInjector,buildConstructor,10,1,1,182,0,,
Allay,org.allaymc.server.component.injector,AllayComponentInjector,afterInject,4,1,2,202,0,,
Allay,org.allaymc.server.container.processor,ConsumeActionProcessor,handle,32,6,5,24,0,,
Allay,org.allaymc.server.container.processor,ConsumeActionProcessor,getType,3,1,0,81,0,,
Allay,org.allaymc.server.container.processor,ContainerActionProcessor,handle,0,1,5,19,0,,
Allay,org.allaymc.server.container.processor,ContainerActionProcessor,getType,0,1,0,30,0,,
Allay,org.allaymc.server.container.processor,ContainerActionProcessor,error,3,1,0,32,0,,
Allay,org.allaymc.server.container.processor,ContainerActionProcessor,failToValidateStackNetworkId,3,1,2,36,0,,
Allay,org.allaymc.server.container.processor,ContainerActionProcessorHolder,registerDefaultContainerActionProcessors,12,1,1,14,0,org.allaymc.server.container.processor.ContainerActionProcessorHolder,org.allaymc.server.container.processor.ContainerActionProcessorHolder
Allay,org.allaymc.server.container.processor,ContainerActionProcessorHolder,getProcessor,0,1,1,27,0,,
Allay,org.allaymc.server.container.processor,ContainerActionProcessorHolder,registerProcessor,0,1,1,29,0,,
Allay,org.allaymc.server.container.processor,ContainerActionProcessorHolder,getProcessors,0,1,0,31,0,,
Allay,org.allaymc.server.container.processor,CraftCreativeActionProcessor,handle,12,3,5,21,0,,
Allay,org.allaymc.server.container.processor,CraftCreativeActionProcessor,getType,3,1,0,39,0,,
Allay,org.allaymc.server.container.processor,CraftRecipeActionProcessor,handle,26,5,5,28,0,org.allaymc.server.container.processor.CraftRecipeActionProcessor,org.allaymc.server.container.processor.CraftRecipeActionProcessor
Allay,org.allaymc.server.container.processor,CraftRecipeActionProcessor,getType,3,1,0,66,0,,
Allay,org.allaymc.server.container.processor,CraftRecipeActionProcessor,findAllConsumeActions,3,1,2,71,0,,
Allay,org.allaymc.server.container.processor,CraftResultDeprecatedActionProcessor,handle,3,1,5,16,0,,
Allay,org.allaymc.server.container.processor,CraftResultDeprecatedActionProcessor,getType,3,1,0,21,0,,
Allay,org.allaymc.server.container.processor,CreateActionProcessor,handle,11,2,5,22,0,,
Allay,org.allaymc.server.container.processor,CreateActionProcessor,getType,3,1,0,36,0,,
Allay,org.allaymc.server.container.processor,DestroyActionProcessor,handle,31,6,5,25,0,,
Allay,org.allaymc.server.container.processor,DestroyActionProcessor,getType,3,1,0,80,0,,
Allay,org.allaymc.server.container.processor,DropActionProcessor,handle,21,4,5,23,0,,
Allay,org.allaymc.server.container.processor,DropActionProcessor,getType,3,1,0,67,0,,
Allay,org.allaymc.server.container.processor,PlaceActionProcessor,getType,3,1,0,12,0,,
Allay,org.allaymc.server.container.processor,SwapActionProcessor,handle,19,3,5,22,0,,
Allay,org.allaymc.server.container.processor,SwapActionProcessor,getType,3,1,0,77,0,,
Allay,org.allaymc.server.container.processor,TakeActionProcessor,getType,3,1,0,12,0,,
Allay,org.allaymc.server.container.processor,TransferItemActionProcessor,handle,75,12,5,26,0,,
Allay,org.allaymc.server.container,SimpleContainerActionProcessorHolder,getProcessor,3,1,1,20,0,,
Allay,org.allaymc.server.container,SimpleContainerActionProcessorHolder,registerProcessor,3,1,1,25,0,,
Allay,org.allaymc.server.container,SimpleContainerActionProcessorHolder,getProcessors,3,1,0,30,0,,
Allay,org.allaymc.server.container,ContainerTest,testEmptySlotPlaceHolder,4,1,0,34,1,,
Allay,org.allaymc.server.container,ContainerTest,testContainerEmptySlot,5,2,0,40,1,,
Allay,org.allaymc.server.container,ContainerTest,testContainerOpenAndCloseListener,16,1,0,47,1,,
Allay,org.allaymc.server.data,AllayVanillaItemMetaBlockStateBiMap,init,23,1,0,33,0,,
Allay,org.allaymc.server.data,AllayVanillaItemMetaBlockStateBiMap,getMetaToBlockStateMapper,4,1,1,54,0,,
Allay,org.allaymc.server.data,AllayVanillaItemMetaBlockStateBiMap,getBlockStateHashToMetaMapper,4,1,1,60,0,,
Allay,org.allaymc.server.entity.component.common,EntityAttributeComponentImpl,EntityAttributeComponentImpl,3,1,1,40,0,,
Allay,org.allaymc.server.entity.component.common,EntityAttributeComponentImpl,onLoadNBT,12,1,1,44,0,,
Allay,org.allaymc.server.entity.component.common,EntityAttributeComponentImpl,onSaveNBT,3,1,1,57,0,,
Allay,org.allaymc.server.entity.component.common,EntityAttributeComponentImpl,addAttribute,3,1,1,66,0,,
Allay,org.allaymc.server.entity.component.common,EntityAttributeComponentImpl,getAttributes,3,1,0,71,0,,
Allay,org.allaymc.server.entity.component.common,EntityAttributeComponentImpl,getAttribute,3,1,1,76,0,,
Allay,org.allaymc.server.entity.component.common,EntityAttributeComponentImpl,setAttribute,5,2,2,81,0,org.allaymc.server.entity.component.common.EntityAttributeComponentImpl,org.allaymc.server.entity.component.common.EntityAttributeComponentImpl
Allay,org.allaymc.server.entity.component.common,EntityAttributeComponentImpl,setAttribute,4,1,1,88,0,org.allaymc.server.entity.component.common.EntityAttributeComponentImpl,org.allaymc.server.entity.component.common.EntityAttributeComponentImpl
Allay,org.allaymc.server.entity.component.common,EntityAttributeComponentImpl,getAttributeValue,3,1,1,94,0,org.allaymc.server.entity.component.common.EntityAttributeComponentImpl,org.allaymc.server.entity.component.common.EntityAttributeComponentImpl
Allay,org.allaymc.server.entity.component.common,EntityAttributeComponentImpl,sendAttributesToClient,10,3,0,99,0,,
Allay,org.allaymc.server.entity.component.common,EntityAttributeComponentImpl,setHealth,3,1,1,111,0,org.allaymc.server.entity.component.common.EntityAttributeComponentImpl,org.allaymc.server.entity.component.common.EntityAttributeComponentImpl
Allay,org.allaymc.server.entity.component.common,EntityAttributeComponentImpl,setMaxHealth,5,1,1,116,0,org.allaymc.server.entity.component.common.EntityAttributeComponentImpl,org.allaymc.server.entity.component.common.EntityAttributeComponentImpl
Allay,org.allaymc.server.entity.component.common,EntityBaseComponentImpl,EntityBaseComponentImpl,6,1,1,127,0,,
Allay,org.allaymc.server.entity.component.common,EntityBaseComponentImpl,onInitFinish,4,1,1,134,0,org.allaymc.server.entity.component.common.EntityBaseComponentImpl,org.allaymc.server.entity.component.common.EntityBaseComponentImpl
Allay,org.allaymc.server.entity.component.common,EntityBaseComponentImpl,initMetadata,10,1,0,140,0,org.allaymc.server.entity.component.common.EntityBaseComponentImpl,org.allaymc.server.entity.component.common.EntityBaseComponentImpl
Allay,org.allaymc.server.entity.component.common,EntityBaseComponentImpl,buildAABBTag,4,1,0,151,0,org.allaymc.server.entity.component.common.EntityBaseComponentImpl,org.allaymc.server.entity.component.common.EntityBaseComponentImpl
Allay,org.allaymc.server.entity.component.common,EntityBaseComponentImpl,updateHitBoxAndCollisionBoxMetadata,5,1,0,166,0,org.allaymc.server.entity.component.common.EntityBaseComponentImpl,org.allaymc.server.entity.component.common.EntityBaseComponentImpl
Allay,org.allaymc.server.entity.component.common,EntityBaseComponentImpl,tick,4,1,0,177,0,org.allaymc.server.entity.component.common.EntityBaseComponentImpl,org.allaymc.server.entity.component.common.EntityBaseComponentImpl
Allay,org.allaymc.server.entity.component.common,EntityBaseComponentImpl,tickEffects,10,4,0,183,0,org.allaymc.server.entity.component.common.EntityBaseComponentImpl,org.allaymc.server.entity.component.common.EntityBaseComponentImpl
Allay,org.allaymc.server.entity.component.common,EntityBaseComponentImpl,checkDead,14,6,0,194,0,org.allaymc.server.entity.component.common.EntityBaseComponentImpl,org.allaymc.server.entity.component.common.EntityBaseComponentImpl
Allay,org.allaymc.server.entity.component.common,EntityBaseComponentImpl,onDie,9,1,0,212,0,org.allaymc.server.entity.component.common.EntityBaseComponentImpl,org.allaymc.server.entity.component.common.EntityBaseComponentImpl
Allay,org.allaymc.server.entity.component.common,EntityBaseComponentImpl,spawnDeadParticle,10,4,0,222,0,org.allaymc.server.entity.component.common.EntityBaseComponentImpl,org.allaymc.server.entity.component.common.EntityBaseComponentImpl
Allay,org.allaymc.server.entity.component.common,EntityBaseComponentImpl,setLocationBeforeSpawn,6,2,1,233,0,org.allaymc.server.entity.component.common.EntityBaseComponentImpl,org.allaymc.server.entity.component.common.EntityBaseComponentImpl
Allay,org.allaymc.server.entity.component.common,EntityBaseComponentImpl,setLocation,11,3,2,241,0,,
Allay,org.allaymc.server.entity.component.common,EntityBaseComponentImpl,getDimension,3,1,0,254,0,,
Allay,org.allaymc.server.entity.component.common,EntityBaseComponentImpl,getWorld,3,1,0,259,0,,
Allay,org.allaymc.server.entity.component.common,EntityBaseComponentImpl,despawn,3,1,0,264,0,org.allaymc.server.entity.component.common.EntityBaseComponentImpl,org.allaymc.server.entity.component.common.EntityBaseComponentImpl
Allay,org.allaymc.server.entity.component.common,EntityBaseComponentImpl,willBeDespawnedNextTick,3,1,0,269,0,,
Allay,org.allaymc.server.entity.component.common,EntityBaseComponentImpl,canBeSpawned,3,1,0,274,0,org.allaymc.server.entity.component.common.EntityBaseComponentImpl,org.allaymc.server.entity.component.common.EntityBaseComponentImpl
Allay,org.allaymc.server.entity.component.common,EntityBaseComponentImpl,canBeSpawnedIgnoreLocation,3,1,0,283,0,,
Allay,org.allaymc.server.entity.component.common,EntityBaseComponentImpl,willBeSpawnedNextTick,3,1,0,287,0,,
Allay,org.allaymc.server.entity.component.common,EntityBaseComponentImpl,setLocationAndCheckChunk,4,1,1,292,0,org.allaymc.server.entity.component.common.EntityBaseComponentImpl,org.allaymc.server.entity.component.common.EntityBaseComponentImpl
Allay,org.allaymc.server.entity.component.common,EntityBaseComponentImpl,checkChunk,16,4,2,298,0,,
Allay,org.allaymc.server.entity.component.common,EntityBaseComponentImpl,teleport,25,7,1,318,0,org.allaymc.server.entity.component.common.EntityBaseComponentImpl,org.allaymc.server.entity.component.common.EntityBaseComponentImpl
Allay,org.allaymc.server.entity.component.common,EntityBaseComponentImpl,teleportInDimension,4,1,1,348,0,org.allaymc.server.entity.component.common.EntityBaseComponentImpl,org.allaymc.server.entity.component.common.EntityBaseComponentImpl
Allay,org.allaymc.server.entity.component.common,EntityBaseComponentImpl,teleportOverDimension,8,1,1,353,0,,
Allay,org.allaymc.server.entity.component.common,EntityBaseComponentImpl,sendEntityData,10,3,1,362,0,org.allaymc.server.entity.component.common.EntityBaseComponentImpl,org.allaymc.server.entity.component.common.EntityBaseComponentImpl
Allay,org.allaymc.server.entity.component.common,EntityBaseComponentImpl,sendEntityFlags,10,3,1,375,0,org.allaymc.server.entity.component.common.EntityBaseComponentImpl,org.allaymc.server.entity.component.common.EntityBaseComponentImpl
Allay,org.allaymc.server.entity.component.common,EntityBaseComponentImpl,getAABB,3,1,0,388,0,,
Allay,org.allaymc.server.entity.component.common,EntityBaseComponentImpl,setHasEntityCollision,4,1,1,394,0,,
Allay,org.allaymc.server.entity.component.common,EntityBaseComponentImpl,getViewers,3,1,0,400,0,,
Allay,org.allaymc.server.entity.component.common,EntityBaseComponentImpl,getMotion,3,1,0,405,0,,
Allay,org.allaymc.server.entity.component.common,EntityBaseComponentImpl,setMotion,3,1,1,410,0,,
Allay,org.allaymc.server.entity.component.common,EntityBaseComponentImpl,setOnGround,4,2,1,415,0,org.allaymc.server.entity.component.common.EntityBaseComponentImpl,org.allaymc.server.entity.component.common.EntityBaseComponentImpl
Allay,org.allaymc.server.entity.component.common,EntityBaseComponentImpl,setHasGravity,4,1,1,421,0,,
Allay,org.allaymc.server.entity.component.common,EntityBaseComponentImpl,knockback,9,3,1,427,0,org.allaymc.server.entity.component.common.EntityBaseComponentImpl,org.allaymc.server.entity.component.common.EntityBaseComponentImpl
Allay,org.allaymc.server.entity.component.common,EntityBaseComponentImpl,knockback,14,2,2,438,0,,
Allay,org.allaymc.server.entity.component.common,EntityBaseComponentImpl,spawnTo,5,1,1,458,0,org.allaymc.server.entity.component.common.EntityBaseComponentImpl,org.allaymc.server.entity.component.common.EntityBaseComponentImpl
Allay,org.allaymc.server.entity.component.common,EntityBaseComponentImpl,despawnFrom,6,1,1,465,0,,
Allay,org.allaymc.server.entity.component.common,EntityBaseComponentImpl,despawnFromAll,3,1,0,473,0,,
Allay,org.allaymc.server.entity.component.common,EntityBaseComponentImpl,createSpawnPacket,11,1,0,478,0,,
Allay,org.allaymc.server.entity.component.common,EntityBaseComponentImpl,sendPacketToViewers,3,1,1,491,0,,
Allay,org.allaymc.server.entity.component.common,EntityBaseComponentImpl,sendPacketToViewersImmediately,3,1,1,496,0,,
Allay,org.allaymc.server.entity.component.common,EntityBaseComponentImpl,broadcastMoveToViewers,3,1,1,501,0,org.allaymc.server.entity.component.common.EntityBaseComponentImpl,org.allaymc.server.entity.component.common.EntityBaseComponentImpl
Allay,org.allaymc.server.entity.component.common,EntityBaseComponentImpl,broadcastMoveToViewers,6,1,2,506,0,org.allaymc.server.entity.component.common.EntityBaseComponentImpl,org.allaymc.server.entity.component.common.EntityBaseComponentImpl
Allay,org.allaymc.server.entity.component.common,EntityBaseComponentImpl,createMovePacket,3,1,2,514,0,org.allaymc.server.entity.component.common.EntityBaseComponentImpl,org.allaymc.server.entity.component.common.EntityBaseComponentImpl
Allay,org.allaymc.server.entity.component.common,EntityBaseComponentImpl,createMotionPacket,6,1,0,520,0,,
Allay,org.allaymc.server.entity.component.common,EntityBaseComponentImpl,createAbsoluteMovePacket,9,1,2,527,0,,
Allay,org.allaymc.server.entity.component.common,EntityBaseComponentImpl,createDeltaMovePacket,33,9,2,537,0,org.allaymc.server.entity.component.common.EntityBaseComponentImpl,org.allaymc.server.entity.component.common.EntityBaseComponentImpl
Allay,org.allaymc.server.entity.component.common,EntityBaseComponentImpl,computeMoveFlags,13,7,1,571,0,,
Allay,org.allaymc.server.entity.component.common,EntityBaseComponentImpl,saveNBT,14,3,0,586,0,org.allaymc.server.entity.component.common.EntityBaseComponentImpl,org.allaymc.server.entity.component.common.EntityBaseComponentImpl
Allay,org.allaymc.server.entity.component.common,EntityBaseComponentImpl,saveUniqueId,3,1,1,620,0,,
Allay,org.allaymc.server.entity.component.common,EntityBaseComponentImpl,loadNBT,27,5,1,624,0,org.allaymc.server.entity.component.common.EntityBaseComponentImpl,org.allaymc.server.entity.component.common.EntityBaseComponentImpl
Allay,org.allaymc.server.entity.component.common,EntityBaseComponentImpl,loadUniqueId,7,2,1,656,0,,
Allay,org.allaymc.server.entity.component.common,EntityBaseComponentImpl,onFall,10,2,0,665,0,org.allaymc.server.entity.component.common.EntityBaseComponentImpl,org.allaymc.server.entity.component.common.EntityBaseComponentImpl
Allay,org.allaymc.server.entity.component.common,EntityBaseComponentImpl,hasEffect,3,1,1,677,0,,
Allay,org.allaymc.server.entity.component.common,EntityBaseComponentImpl,getEffectLevel,4,1,1,682,0,,
Allay,org.allaymc.server.entity.component.common,EntityBaseComponentImpl,addEffect,13,2,1,688,0,org.allaymc.server.entity.component.common.EntityBaseComponentImpl,org.allaymc.server.entity.component.common.EntityBaseComponentImpl
Allay,org.allaymc.server.entity.component.common,EntityBaseComponentImpl,removeEffect,12,2,1,705,0,org.allaymc.server.entity.component.common.EntityBaseComponentImpl,org.allaymc.server.entity.component.common.EntityBaseComponentImpl
Allay,org.allaymc.server.entity.component.common,EntityBaseComponentImpl,sendMobEffectPacket,3,1,1,721,0,org.allaymc.server.entity.component.common.EntityBaseComponentImpl,org.allaymc.server.entity.component.common.EntityBaseComponentImpl
Allay,org.allaymc.server.entity.component.common,EntityBaseComponentImpl,removeAllEffects,5,2,0,725,0,org.allaymc.server.entity.component.common.EntityBaseComponentImpl,org.allaymc.server.entity.component.common.EntityBaseComponentImpl
Allay,org.allaymc.server.entity.component.common,EntityBaseComponentImpl,calculateEffectColor,23,4,0,733,0,,
Allay,org.allaymc.server.entity.component.common,EntityBaseComponentImpl,getCommandSenderName,3,1,0,760,0,,
Allay,org.allaymc.server.entity.component.common,EntityBaseComponentImpl,getCommandOriginData,3,1,0,765,0,,
Allay,org.allaymc.server.entity.component.common,EntityBaseComponentImpl,getCmdExecuteLocation,3,1,0,770,0,,
Allay,org.allaymc.server.entity.component.common,EntityBaseComponentImpl,isEntity,3,1,0,775,0,,
Allay,org.allaymc.server.entity.component.common,EntityBaseComponentImpl,asEntity,3,1,0,780,0,,
Allay,org.allaymc.server.entity.component.common,EntityBaseComponentImpl,sendText,2,1,1,785,0,,
Allay,org.allaymc.server.entity.component.common,EntityBaseComponentImpl,sendTr,2,1,3,790,0,,
Allay,org.allaymc.server.entity.component.common,EntityBaseComponentImpl,sendCommandOutputs,2,1,3,795,0,,
Allay,org.allaymc.server.entity.component.common,EntityBaseComponentImpl,getPermTree,3,1,0,800,0,,
Allay,org.allaymc.server.entity.component.common,EntityBaseComponentImpl,addTag,3,1,1,805,0,,
Allay,org.allaymc.server.entity.component.common,EntityBaseComponentImpl,removeTag,3,1,1,810,0,,
Allay,org.allaymc.server.entity.component.common,EntityBaseComponentImpl,hasTag,3,1,1,815,0,,
Allay,org.allaymc.server.entity.component.common,EntityBaseComponentImpl,getTags,3,1,0,820,0,,
Allay,org.allaymc.server.entity.component.common,EntityBaseComponentImpl,setAbsorption,3,1,1,826,0,,
Allay,org.allaymc.server.entity.component.common,EntityContainerHolderComponentImpl,EntityContainerHolderComponentImpl,3,1,1,33,0,,
Allay,org.allaymc.server.entity.component.common,EntityContainerHolderComponentImpl,getContainers,3,1,0,37,0,,
Allay,org.allaymc.server.entity.component.common,EntityContainerHolderComponentImpl,getContainer,3,1,1,42,0,,
Allay,org.allaymc.server.entity.component.common,EntityContainerHolderComponentImpl,addContainer,3,1,1,47,0,,
Allay,org.allaymc.server.entity.component.common,EntityContainerHolderComponentImpl,onDie,14,5,1,52,0,org.allaymc.server.entity.component.common.EntityContainerHolderComponentImpl,org.allaymc.server.entity.component.common.EntityContainerHolderComponentImpl
Allay,org.allaymc.server.entity.component.common,EntityContainerHolderComponentImpl,canDropItemInContainers,3,1,0,82,0,,
Allay,org.allaymc.server.entity.component.common,EntityDamageComponentImpl,attack,28,9,1,43,0,org.allaymc.server.entity.component.common.EntityDamageComponentImpl,org.allaymc.server.entity.component.common.EntityDamageComponentImpl
Allay,org.allaymc.server.entity.component.common,EntityDamageComponentImpl,canAttack,3,1,1,85,0,,
Allay,org.allaymc.server.entity.component.common,EntityDamageComponentImpl,hasFallDamage,3,1,0,90,0,,
Allay,org.allaymc.server.entity.component.common,EntityDamageComponentImpl,onEntityFall,6,4,1,95,0,org.allaymc.server.entity.component.common.EntityDamageComponentImpl,org.allaymc.server.entity.component.common.EntityDamageComponentImpl
Allay,org.allaymc.server.entity.component.fallingblock,EntityFallingBlockBaseComponentImpl,EntityFallingBlockBaseComponentImpl,3,1,1,34,0,,
Allay,org.allaymc.server.entity.component.fallingblock,EntityFallingBlockBaseComponentImpl,initMetadata,6,1,0,38,0,,
Allay,org.allaymc.server.entity.component.fallingblock,EntityFallingBlockBaseComponentImpl,tick,23,4,0,47,0,,
Allay,org.allaymc.server.entity.component.fallingblock,EntityFallingBlockBaseComponentImpl,saveNBT,3,1,0,83,0,,
Allay,org.allaymc.server.entity.component.fallingblock,EntityFallingBlockBaseComponentImpl,loadNBT,4,1,1,91,0,,
Allay,org.allaymc.server.entity.component.fallingblock,EntityFallingBlockBaseComponentImpl,getAABB,3,1,0,99,0,,
Allay,org.allaymc.server.entity.component.fallingblock,EntityFallingBlockBaseComponentImpl,getGravity,3,1,0,104,0,,
Allay,org.allaymc.server.entity.component.fallingblock,EntityFallingBlockBaseComponentImpl,getBaseOffset,3,1,0,109,0,,
