Project Name,Package Name,Type Name,Design Smell,Cause of the Smell,
Allay,org.allaymc.server.entity.registry,AllayEntityTypeRegistry,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.entity.type,AllayEntityType,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.entity.type,AllayEntityType.Builder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: interfaceClass; componentProviders; identifier
Allay,org.allaymc.server.entity.type,AllayEntityType.Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.entity.type,EntityTypeBuildException,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.entity.type,EntityTypeDefaultInitializer,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 128 public methods,
Allay,org.allaymc.server.eventbus,AllayEventBus,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.eventbus,EventBusTest,Feature Envy,The tool detected a instance of this smell because testUnregister is more interested in members of the type: EventBus,
Allay,org.allaymc.server.eventbus,TestCancellableEvent,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
Allay,org.allaymc.server.eventbus,TestEvent,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
Allay,org.allaymc.server.gui,ANSIColor,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: VALUES; PREFIX; ANSICode; color
Allay,org.allaymc.server.gui,Dashboard,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: RAM_VALUE_COUNT; CHUNK_VALUE_COUNT; ENTITY_VALUE_COUNT; MEGABYTE; INSTANCE; rootPane; rootTabbedPane; playerTab; perfTab; playerTable; pluginTable; onlinePlayerCount; ramGraph; chunkGraph; entityGraph; consolePane; cmdInput; entityTab; chunkTab; memoryTab; consoleTab; pluginTab; perfTabbedPane; ramValues; chunkValues; entityValues,
Allay,org.allaymc.server.gui,Dashboard.UneditableDefaultTableModel,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
Allay,org.allaymc.server.gui,Dashboard.UneditableDefaultTableModel,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.gui,Dashboard.CommandListener,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
Allay,org.allaymc.server.gui,Dashboard.CommandListener,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.i18n,AllayI18n,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.i18n,AllayI18n,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: DISORDERED_PARAM_S; DISORDERED_PARAM_D; langMap; defaultLangCode; i18NLoader,
Allay,org.allaymc.server.i18n,AllayI18nLoader,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.i18n,AllayI18nTest,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: ARGS; TEST_VANILLA_KEY_NO_NAMESPACE; TEST_VANILLA_KEY; TEST_ALLAY_KEY_NO_NAMESPACE; TEST_ALLAY_KEY; translator,
Allay,org.allaymc.server.item.attribute,AllayVanillaItemDataRegistry.Loader,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: streamSupplier
Allay,org.allaymc.server.item.attribute,AllayVanillaItemDataRegistry.Loader,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.item.component.air,ItemAirBaseComponentImpl,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: AIR_TYPE_INIT_INFO,
Allay,org.allaymc.server.item.component.armor,ItemArmorBaseComponentImpl.ArmorType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
Allay,org.allaymc.server.item.component.armor,ItemArmorBaseComponentImpl.ArmorType,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.item.component.common,ItemBaseComponentImpl,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: IDENTIFIER; DO_BLOCK_PLACING_CHECK; STACK_NETWORK_ID_COUNTER; attributeComponent; thisItemStack; manager; itemType; count; meta; durability; customName; lore; enchantments; customNBTContent; stackNetworkId,
Allay,org.allaymc.server.item.component.common,ItemBaseComponentImpl,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 28 public methods,
Allay,org.allaymc.server.item.component.common,ItemDataComponentImpl,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: IDENTIFIER; DEFAULT; itemData,
Allay,org.allaymc.server.item.component.food,ItemChickenBaseComponentImpl,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.item.component.food,ItemChorusFruitBaseComponentImpl,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.item.component.food,ItemEnchantedGoldenAppleBaseComponentImpl,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.item.component.food,ItemGoldenAppleBaseComponentImpl,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.item.component.food,ItemHoneyBottleBaseComponentImpl,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.item.component.food,ItemPoisonousPotatoBaseComponentImpl,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.item.component.food,ItemPufferfishBaseComponentImpl,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.item.component.food,ItemRottenFleshBaseComponentImpl,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.item.component.food,ItemSpiderEyeBaseComponentImpl,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.item.component.tool,ItemAxeComponentImpl,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
Allay,org.allaymc.server.item.component.tool,ItemAxeComponentImpl,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.item.component.tool,ItemBlockBreakingToolComponent,Feature Envy,The tool detected a instance of this smell because onBreakBlock is more interested in members of the type: ItemBaseComponent,
Allay,org.allaymc.server.item.component.tool,ItemBlockBreakingToolComponent,Feature Envy,The tool detected a instance of this smell because onAttackEntity is more interested in members of the type: ItemBaseComponent,
Allay,org.allaymc.server.item.component.tool,ItemHoeComponentImpl,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
Allay,org.allaymc.server.item.component.tool,ItemHoeComponentImpl,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.item.component.tool,ItemPickaxeComponentImpl,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
Allay,org.allaymc.server.item.component.tool,ItemPickaxeComponentImpl,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.item.component.tool,ItemShovelComponentImpl,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
Allay,org.allaymc.server.item.component.tool,ItemShovelComponentImpl,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.item.component.tool,ItemSwordComponentImpl,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.item.component.tool,ItemSwordComponentImpl,Feature Envy,The tool detected a instance of this smell because onBreakBlock is more interested in members of the type: ItemBaseComponent,
Allay,org.allaymc.server.item.component.tool,ItemSwordComponentImpl,Feature Envy,The tool detected a instance of this smell because onAttackEntity is more interested in members of the type: ItemBaseComponent,
Allay,org.allaymc.server.item.enchantment,AllayEnchantmentRegistry,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.item.registry,AllayCreativeItemRegistry.Loader,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: inputStreamSupplier
Allay,org.allaymc.server.item.registry,AllayCreativeItemRegistry.Loader,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.item.registry,AllayItemTypeRegistry,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.item.registry,AllayRecipeRegistry,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.item.registry,AllayRecipeRegistry.ItemDescriptorType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
Allay,org.allaymc.server.item.registry,AllayRecipeRegistry.ItemDescriptorType,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.item.type,AllayItemType,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.item.type,AllayItemType.Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.item.type,AllayItemType.Builder,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: CUSTOM_ITEM_RUNTIME_ID_COUNTER; interfaceClass; componentProviders; identifier; runtimeId; itemTags,
Allay,org.allaymc.server.item.type,InternalItemTypeData,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.item.type,ItemTypeBuildException,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.item.type,ItemTypeDefaultInitializer,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 1599 public methods,
Allay,org.allaymc.server.item.type,ItemTypeInitializer,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 52 public methods,
Allay,org.allaymc.server.network,AllayNetworkServer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.network.processor,AllayPacketProcessorHolder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.network.processor,AnimatePacketProcessor,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.network.processor,BlockPickRequestPacketProcessor,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.network.processor,CommandRequestPacketProcessor,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.network.processor,ContainerClosePacketProcessor,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.network.processor,EntityEventPacketProcessor,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.network.processor,InteractPacketProcessor,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.network.processor,InventoryTransactionPacketProcessor,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.network.processor,InventoryTransactionPacketProcessor,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: ITEM_USE_CLICK_BLOCK; ITEM_USE_CLICK_AIR; ITEM_USE_BREAK_BLOCK; ITEM_USE_ON_ENTITY_INTERACT; ITEM_USE_ON_ENTITY_ATTACK; ITEM_RELEASE_RELEASE; ITEM_RELEASE_CONSUME,
Allay,org.allaymc.server.network.processor,ItemStackRequestPacketProcessor,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.network.processor,LevelSoundEvent2PacketProcessor,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.network.processor,MobEquipmentPacketProcessor,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.network.processor,ModalFormResponsePacketProcessor,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.network.processor,PlayerActionPacketProcessor,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.network.processor,PlayerAuthInputPacketProcessor,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.network.processor,PlayerSkinPacketProcessor,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.network.processor,RequestChunkRadiusPacketProcessor,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.network.processor,RespawnPacketProcessor,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.network.processor,ServerSettingsRequestProcessor,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.network.processor,SetDefaultGameTypePacketProcessor,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.network.processor,SetPlayerGameTypePacketProcessor,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.network.processor,SettingsCommandPacketProcessor,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.network.processor,SubChunkRequestPacketProcessor,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.network.processor,TextPacketProcessor,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.network.processor.login,ClientToServerHandshakePacketProcessor,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.network.processor.login,LoginPacketProcessor,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.network.processor.login,LoginPacketProcessor,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: NAME_PATTERN,
Allay,org.allaymc.server.network.processor.login,RequestNetworkSettingsPacketProcessor,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.network.processor.login,ResourcePackChunkRequestPacketProcessor,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.network.processor.login,ResourcePackClientResponsePacketProcessor,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.network.processor.login,SetLocalPlayerAsInitializedPacketProcessor,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.pack,AllayPackRegistry,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.pack.defaults,ResourcePack,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: FACTORY,
Allay,org.allaymc.server.pack.loader,ZipPackLoader,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: FACTORY; path; zipFile; networkPreparedFuture,
Allay,org.allaymc.server.pack.loader,ZipPackLoader.ZipFactory,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
Allay,org.allaymc.server.pack.loader,ZipPackLoader.ZipFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.perm.tree,AllayRootPermNode,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.perm.tree,AllayRootPermNode,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): AllayPermNode,
Allay,org.allaymc.server.plugin,AllayPluginManager,Feature Envy,The tool detected a instance of this smell because checkCircularDependencies is more interested in members of the type: HashDirectedAcyclicGraph,
Allay,org.allaymc.server.plugin,DefaultPluginSource,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.plugin,DefaultPluginSource,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: DEFAULT_PLUGIN_FOLDER,
Allay,org.allaymc.server.plugin,AllayPluginManagerTest.DescriptorMapBuilder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: descriptors; name; dependencies
Allay,org.allaymc.server.plugin,AllayPluginManagerTest.DescriptorMapBuilder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.plugin,AllayPluginManagerTest.DescriptorBuilder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: name; dependencies
Allay,org.allaymc.server.plugin,AllayPluginManagerTest.DescriptorBuilder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.plugin,FakePluginDescriptor,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.plugin.jar,JarPluginLoader,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.plugin.jar,JarPluginLoader.JarPluginLoaderFactory,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: PATH_MATCHER
Allay,org.allaymc.server.plugin.jar,JarPluginLoader.JarPluginLoaderFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.plugin.jar,JarPluginLoader.JarPluginI18nLoader,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
Allay,org.allaymc.server.plugin.jar,JarPluginLoader.JarPluginI18nLoader,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.plugin.js,JsPlugin,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.plugin.js,JsPluginDescriptor,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: debugPort
Allay,org.allaymc.server.plugin.js,JsPluginLoader,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.plugin.js,JsPluginLoader.JsPluginLoaderFactory,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
Allay,org.allaymc.server.plugin.js,JsPluginLoader.JsPluginLoaderFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.plugin.js,JsPluginLoader.JsPluginI18nLoader,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
Allay,org.allaymc.server.plugin.js,JsPluginLoader.JsPluginI18nLoader,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.scheduler,AllayScheduler,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.scheduler,SchedulerTest,Feature Envy,The tool detected a instance of this smell because testAsync is more interested in members of the type: Scheduler,
Allay,org.allaymc.server.scheduler,SchedulerTest,Feature Envy,The tool detected a instance of this smell because testSync is more interested in members of the type: Scheduler,
Allay,org.allaymc.server.scheduler,SchedulerTest,Feature Envy,The tool detected a instance of this smell because testRepeating is more interested in members of the type: Scheduler,
Allay,org.allaymc.server.scheduler,SchedulerTest.MockTaskCreator,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
Allay,org.allaymc.server.scheduler,SchedulerTest.MockTaskCreator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.utils,ComponentClassCacheUtils,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: CACHE_ROOT_PATH; CACHE_MAP,
Allay,org.allaymc.server.utils,ComponentClassCacheUtils,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: Allay; ComponentClassCacheUtils,
Allay,org.allaymc.server.utils,LevelDBKeyUtils,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: encoded
Allay,org.allaymc.server.utils,PackageClassLoaderUtils,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
